,0
1785,"AIM: Few data are available regarding the management of anorectal abscess in 
patients with leukopenia. The aim of this study was to investigate the impact of 
leukopenia among patients undergoing incision and drainage for anorectal 
abscess.
METHOD: A retrospective review of the American College of Surgeons National 
Surgical Quality Improvement Program (ACS-NSQIP) database identified patients 
from 2015 to 2020. Perianal fistulas and supralevator abscesses were excluded. 
Patients were grouped based on white blood cell (WBC) count: WBC < 4.5 cells/μl, 
WBC = 4.5-11.0 cells/μl and WBC > 11.0 cells/μl. The 30-day overall 
complications and outcomes were compared using regression models, accounting for 
demographics and comorbidities.
RESULTS: Ten thousand two hundred and forty (70.3% male) patients were 
identified. Univariate analysis showed that, compared with patients with 
leukocytosis (WBC > 11.0 cells/μl) and normal WBC count (WBC = 4.5-11.0 
cells/μl), patients with leukopenia (WBC <4.5 cells/μl) had higher rates of 
overall (p < 0.001), pulmonary (p < 0.001) and haematological complications 
(p < 0.001). They also had higher rates of readmission (p < 0.001), reoperation 
(p = 0.005), discharge to a care facility (p = 0.003), increased length of 
hospital stay (p = 0.004) and death (p < 0.001). Multivariable analysis 
identified leukopenia as an independent risk factor for overall complications 
[odds ratio (OR) 2.31, 95% CI 1.65-3.24; p < 0.001], pulmonary complications (OR 
5.65, 95% CI 1.88-16.97; p = 0.002), haematological complications (OR 4.30, 95% 
CI 2.94-6.28; p < 0.001), unplanned readmission (OR 2.20, 95% CI 1.43-3.40; 
p < 0.001), reoperation (OR 1.80, 95% CI 1.10-2.93; p = 0.019) and death (OR 
2.77, 95% CI 1.02-7.52; p = 0.046). Discharge to a care facility and length of 
stay were not significant on multivariable analysis.
CONCLUSION: Leukopenia is associated with increased risk for pulmonary and 
haematological complications, readmissions, reoperations, discharge to a care 
facility and death after incision and drainage for anorectal abscess."
1786,"PURPOSE OF REVIEW: The incorporation of point of care ultrasound into the field 
of anesthesiology and perioperative medicine is growing at rapid pace. The 
benefits of this modality align with the acuity of patient care and 
decision-making in anesthetic care of a trauma patient.
RECENT FINDINGS: Cardiac ultrasound can be used to diagnose cardiac tamponade or 
investigate the inferior vena cava to assess volume status in patients who may 
suffer from hemorrhagic shock. Thoracic ultrasound may be used to rapidly 
identify pneumothorax or hemothorax in a patient suffering chest wall trauma. In 
addition, investigators are exploring the utility of ultrasonography in 
traumatic airway management and elevated intracranial pressure. In addition, the 
utility of gastric ultrasound on trauma patients is briefly discussed.
SUMMARY: Incorporation of point of care ultrasound techniques into the practice 
of trauma anesthesiology is important for noninvasive, mobile and expeditious 
assessment of trauma patients. In addition, further large-scale studies are 
needed to investigate how point of care ultrasound impacts outcomes in trauma 
patients."
1787,"Noncoding RNAs (ncRNAs) are a group of RNA molecules that cannot encode 
proteins, and a better understanding of the complex interaction networks 
coordinated by ncRNAs will provide a theoretical basis for the development of 
therapeutics targeting the regulatory effects of ncRNAs. Platelets are produced 
upon the differentiation of hematopoietic stem cells into megakaryocytes, 1011 
per day, and are renewed every 8-9 days. The process of thrombopoiesis is 
affected by multiple factors, in which ncRNAs also exert a significant 
regulatory role. This article reviewed the regulatory roles of ncRNAs, mainly 
microRNAs (miRNAs), circRNAs (circular RNAs), and long non-coding RNAs 
(lncRNAs), in thrombopoiesis in recent years as well as their roles in primary 
immune thrombocytopenia (ITP)."
1788,"Platelet microparticles (PMPs) are vesicles that are released by platelets into 
the extracellular space and play a role in antiphospholipid antibody syndromes. 
PMPs have recently been recognized as a new and viable cell. There is growing 
evidence that the anti-β2 glycoprotein (GPI)/β2GPI complex is associated with 
aberrant activation of PMPs. Although studies suggest that aberrant activation 
of PMPs may lead to inflammatory necrosis of endothelial cells, the underlying 
mechanisms remain unclear. We found that although the difference in the number 
of PMPs was not statistically significant, NLR family pyrin domain containing 3 
(NLRP3) within PMPs was increased during stimulation of anti-β2GPI/β2GPI 
complexes. Furthermore, we demonstrated that anti-β2GPI/β2GPI complex-induced 
PMPs effectively stimulated endothelial cell pyroptosis via the NLRP3/nuclear 
factor (NF)-κB/gasdermin D (GSDMD) signaling pathway as well as the 
NLRP3/Caspase-1 signaling pathway. Additionally, inhibition of NLRP3 expression 
in PMPs effectively reduced the inflammatory response and pyroptosis in 
endothelial cells. Our data suggest that PMPs aberrantly activated by 
anti-β2GPI/β2GPI complexes play a vital role in endothelial cell pyroptosis, and 
these studies provide major insights into the mechanisms of thrombosis during 
the treatment of antiphospholipid antibody syndrome."
1789,"Thrombus formation is highly dependent upon the physico-chemical environment in 
which it is triggered. Our ability to understand how thrombus formation is 
initiated, regulated, and resolved in the human body is dependent upon our 
ability to replicate the mechanical and biological properties of the arterial 
wall. Current in vitro thrombosis models principally use reductionist approaches 
to model the complex biochemical and cellular milieu present in the arterial 
wall, and so researcher have favored the use of in vivo models. The field of 
vascular tissue engineering has developed a range of techniques for culturing 
artificial human arteries for use as vascular grafts. These techniques therefore 
provide a basis for developing more sophisticated 3D replicas of the arterial 
wall that can be used in in vitro thrombosis models. In this review, we consider 
how tissue engineering approaches can be used to generate 3D models of the 
arterial wall that improve upon current in vivo and in vitro approaches. We 
consider the current benefits and limitations of reported 3D tissue engineered 
models and consider what additional evidence is required to validate them as 
alternatives to current in vivo models."
1790,"AIM: To investigate the effect of family-centred education on treatment 
adherence, glycosylated haemoglobin and blood glucose level in patients with 
Type 1 Diabetes Mellitus.
DESIGN: Randomized controlled trial.
METHODS: Sixty patients with Type 1 Diabetes Mellitus were randomly allocated 
into the intervention and control group. Data were collected using demographic 
and Modanloo Adherence to Treatment Questionnaires. The patients received 12 
family-centred educational sessions in the intervention group.
RESULTS: A significant difference was found in the mean score of treatment 
adherence between the two groups after the intervention (p < 0.001). The mean 
score of treatment adherence significantly increased in the intervention group 
after family-centred education. The mean score of Fasting Blood Glucose and 
Glycosylated Haemoglobin A1C significantly decreased in the intervention group 
after the intervention (p < 0.001).
CONCLUSION: Relevant authorities need to consider family-centred education as 
one of the most important education methods in Type 1 Diabetes Mellitus 
patients.
TRIAL REGISTRATION: IRCT20131112015390N4; August 21, 2020."
1791,"RATIONALE AND OBJECTIVES: With the development of HER2-directed therapies, 
identifying non-invasive imaging biomarkers of HER2 expression in breast cancer 
brain metastases has become increasingly important. The purpose of this study 
was to investigate whether relative cerebral blood volume (rCBV) from dynamic 
susceptibility contrast-enhanced (DSC) perfusion MR could help identify the HER2 
status of breast cancer brain metastases.
MATERIALS AND METHODS: With IRB approval for this HIPAA-compliant 
cross-sectional study and a waiver of informed consent, we queried our 
institution's electronic medical record to derive a cohort of 14 histologically 
proven breast cancer brain metastases with preoperative DSC perfusion MR and 
HER2 analyses of the resected/biopsied brain specimens from 2011-2021. The rCBV 
of the lesions was measured and compared using Mann-Whitney tests. Receiver 
operating characteristic analyses were performed to evaluate the performance of 
rCBV in identifying HER2 status.
RESULTS: The study cohort was comprised of 14 women with a mean age of 56 years 
(range: 32-81 years) with a total of 14 distinct lesions. The rCBV of 
HER2-positive breast cancer brain metastases was significantly greater than the 
rCBV of HER2-negative lesions (8.02 vs 3.97, U=48.00, p=0.001). rCBV 
differentiated HER2-positive lesions from HER2-negative lesions with an area 
under the curve of 0.98 (standard error=0.032, p<0.001). The accuracy-maximizing 
rCBV threshold (4.8) was associated with an accuracy of 93% (13/14), a 
sensitivity of 100% (7/7), and a specificity of 86% (6/7).
CONCLUSION: rCBV may assist in identifying the HER2 status of breast cancer 
brain metastases, if validated in a large prospective trial."
1792,"BACKGROUND: Postoperative complications of surgical incisions are frequent in 
liver transplantation. However, evidence justifying the use of incisional 
negative pressure wound therapy to improve surgical wound outcomes remains 
limited.
METHODS: Participating patients were randomly assigned to receive incisional 
negative pressure wound therapy or standard surgical dressing on the closed 
surgical incision of the liver transplantation. The primary endpoint was 
surgical site infection incidence 30 days postoperatively. The secondary 
endpoints included surgical site events (ie, surgical site infection, 
dehiscence, hematoma, and seroma) and wound quality of life.
RESULTS: Between December 2018 and September 2021, 108 patients (54 in the 
incisional negative pressure wound therapy group and 54 in the control group) 
were enrolled in this study. The incidence of surgical site infection at 30 days 
postoperatively was 7.4% in the treatment group and 13% in the control group 
(P = .34). The rate of surgical site events was similar in the treatment in the 
and control group (27.8% vs 29.6%, P = .83). In relation to wound quality of 
life, the mean score was 75.20 ± 7.27 in the incisional negative pressure wound 
therapy group and 72.82 ± 10.57 in the control group (P = .23).
CONCLUSION: The prophylactic use of negative pressure wound therapy on primarily 
closed incisions did not significantly reduce incisional surgical site infection 
and surgical site event rates after liver transplantation compared with standard 
surgical dressings."
1793,"Venetoclax is a highly selective B-cell lymphoma-2 (BCL-2) inhibitor, which, 
combined with a DNA hypomethylating agent or low dose cytarabine, results in 
high rates of initial responses in patients with acute myeloid leukemia (AML). 
However, the disease relapses in most patients. Mechanisms of resistance to 
venetoclax-based therapy include TP53 gene mutations or inactivation of p53 
protein, activating kinase mutations such as FLT3 and RAS, and upregulation of 
other BCL-2 family apoptotic proteins. Current clinical trials are exploring 
strategies such as doublet or triplet regimens incorporating a p53 activator, an 
anti-CD47 antibody, or other novel agents that target genes and proteins 
responsible for resistance to venetoclax. Further studies should focus on 
identifying predictive biomarkers of response to venetoclax-based therapy and 
incorporating immunotherapeutic approaches such as checkpoint inhibitors, 
bispecific antibodies, antibody-drug conjugates, and CAR T-cell therapy to 
improve outcomes for patients with AML."
1794,"BACKGROUND: Pancreatic ductal adenocarcinoma (PDAC) is a disease of the elderly 
mostly because its development from preneoplastic lesions depends on the 
accumulation of gene mutations and epigenetic alterations over time. How aging 
of non-cancerous tissues of the host affects tumor progression, however, remains 
largely unknown.
METHODS: We took advantage of a model of accelerated aging, uncoupling protein 
2-deficient (Ucp2 knockout, Ucp2 KO) mice, to investigate the growth of 
orthotopically transplanted Ucp2 wild-type (WT) PDAC cells (cell lines Panc02 
and 6606PDA) in vivo and to study strain-dependent differences of the PDAC 
microenvironment.
RESULTS: Measurements of tumor weights and quantification of proliferating cells 
indicated a significant growth advantage of Panc02 and 6606PDA cells in WT mice 
compared to Ucp2 KO mice. In tumors in the knockout strain, higher levels of 
interferon-γ mRNA despite similar numbers of tumor-infiltrating T cells were 
observed. 6606PDA cells triggered a stronger stromal reaction in Ucp2 KO mice 
than in WT animals. Accordingly, pancreatic stellate cells from Ucp2 KO mice 
proliferated at a higher rate than cells of the WT strain when they were 
incubated with conditioned media from PDAC cells.
CONCLUSIONS: Ucp2 modulates PDAC microenvironment in a way that favors tumor 
progression and implicates an altered stromal response as one of the underlying 
mechanisms."
1795,"OBJECTIVES: Exercise-induced hyperglycemia is recognized in type 1 diabetes 
(T1D) clinical guidelines, but its association with high-intensity intermittent 
exercise (HIIE) in acute studies is inconsistent. In this meta-analysis we 
examined the available evidence of blood glucose responses to HIIE in adults 
with T1D. The secondary aim was to examine predictors of blood glucose responses 
to HIIE. We hypothesized that there would be no consistent effect on blood 
glucose from HIIE, unless examined in the context of participant prandial 
status.
METHODS: We conducted a literature search using keywords related to T1D and 
HIIE. Studies were required to include at least 6 participants with T1D with a 
mean age >18 years, involve an HIIE intervention and contain pre- and 
postexercise measures of blood glucose. Analyses of extracted data were 
performed using a general inverse variance statistical method with a random 
effects model and a weighted multiple regression.
RESULTS: Nineteen interventions from 15 reports were included in the analysis. A 
mean overall blood glucose decrease of -1.3 mmol/L (95% confidence interval 
[CI], -2.3 to -0.2 mmol/L) was found during exercise, albeit with high 
heterogeneity (I2=84%). When performed after an overnight fast, exercise 
increased blood glucose by +1.7 mmol/L (95% CI, 0.4 to 3.0 mmol/L), whereas 
postprandial exercise decreased blood glucose by -2.1 mmol/L (95% CI, -2.8 
to -1.4 mmol/L), with a statistically significant difference between groups 
(p<0.0001). No associations with fitness (p=0.4), sex (p=0.4), age (p=0.9), 
exercise duration (p=0.9) or interval duration (p=0.2) were found.
CONCLUSION: The effect of HIIE on blood glucose is inconsistent, but partially 
explained by prandial status."
1796,"Early identification of patients with diffuse large B-cell lymphoma (DLBCL) who 
are likely to experience disease recurrence or refractory disease after 
rituximab plus cyclophosphamide, doxorubicin, vincristine, and prednisone 
(R-CHOP) would be useful for improving risk-adapted treatment strategies. We 
aimed to assess the prognostic value of 18F-fluorodeoxyglucose positron emission 
tomography/computed tomography (FDG-PET/CT) parameters at baseline, interim, and 
end of treatment (EOT). Methods: We analyzed the prognostic impact of FDG-PET/CT 
in 166 patients with DLBCL treated with a risk-adapted immunochemotherapy 
regimen. Scans were performed at baseline, after four cycles of R-CHOP (interim) 
and six weeks after completing therapy (EOT). Progression-free survival (PFS) 
and overall survival (OS) were estimated using Kaplan-Meier and the impact of 
clinical/PET factors assessed with Cox models. We also assessed the predictive 
ability of the recently proposed International Metabolic Prognostic Index 
(IMPI). Results: The median follow-up was 7.9 years. International Prognostic 
Index (IPI), baseline metabolic tumor volume (MTV), and change in maximum 
standardized uptake value (∆SUVmax) at interim scans were statistically 
significant predictors for OS. Baseline MTV, interim ∆SUVmax, and EOT Deauville 
score were statistically significant predictors of PFS. Combining interim PET 
parameters demonstrated that patients with Deauville 4-5 and positive ∆SUVmax ≤ 
70% at restaging (approximately 10% of the cohort) had extremely poor prognosis. 
The IMPI had limited discrimination and slightly overestimated the event rate in 
our cohort. Conclusion: Baseline MTV and interim ∆SUVmax predicted both PFS and 
OS with this sequential immunochemotherapy program. Combining interim Deauville 
score with interim ∆SUVmax may identify an extremely high-risk DLBCL population."
1797,"Rationale: Accurate differentiation between tumor progression (TP) and 
pseudoprogression remains a critical unmet need in neuro-oncology. 
18F-fluciclovine is a widely available synthetic amino acid PET radiotracer. In 
this study, we aimed to assess the value of 18F-fluciclovine PET for 
differentiating pseudoprogression from TP in a prospective cohort of patients 
with suspected radiographic recurrence of glioblastoma. Methods: We enrolled 30 
glioblastoma patients with radiographic progression after first-line 
chemoradiotherapy who were planned for surgical resection. Patients underwent 
pre-operative 18F-fluciclovine PET and MRI. Relative percentages of viable tumor 
and therapy-related changes observed in histopathology were quantified and 
categorized as TP (≥50% viable tumor), mixed TP (<50% and >10% viable tumor), or 
pseudoprogression (≤10% viable tumor). Results: Eighteen patients had TP, 4 
mixed TP, and 8 pseudoprogression. Patients with TP/mixed TP had significantly 
higher 40-50 minutes SUVmax (6.64+ 1.88 vs 4.11± 1.52, P = 0.009) compared to 
patients with pseudoprogression. A 40-50 minutes SUVmax cut-off of 4.66 provided 
90% sensitivity and 83% specificity for differentiation of TP/mixed TP from 
pseudoprogression (Area under the curve (AUC)=0.86). Relative cerebral blood 
volume (rCBVmax) cut-off 3.672 provided 90% sensitivity and 71% specificity for 
differentiation of TP/mixed TP from Pseudoprogression (AUC=0.779). Combining a 
40-50 minutes SUVmax cut-off of 4.66 and a rCBVmax cut-off of 3.67 on MRI 
provided 100% sensitivity and 80% specificity for differentiating TP/mixed TP 
from Pseudoprogression (AUC=0.95). Conclusion: 18F-fluciclovine PET uptake can 
accurately differentiate pseudoprogression from TP in glioblastoma, with even 
greater accuracy when combined with multi-parametric MRI. Given the wide 
availability of 18F-fluciclovine, larger, multicenter studies are warranted to 
determine whether amino acid PET with 18F-fluciclovine should be used in the 
routine assessment of post-treatment glioblastoma."
1798,"BACKGROUND AND OBJECTIVES: Perihematomal edema (PHE) contributes to poor outcome 
after deep intraparenchymal hemorrhage (IPH), which is characterized by 
neuroinflammation and an influx of peripherally derived innate immune cells. We 
previously identified soluble ST2 (sST2) as a candidate for immune-mediated 
secondary brain injury. Leveraging prospectively collected cohorts from two 
centers, we sought to determine if sST2 was associated with functional outcome, 
PHE and the immune response following IPH.
METHODS: Patients with deep IPH were enrolled within 36 hours of ictus and blood 
was collected for sST2 and immune cell measurement. Hematoma volume and PHE were 
measured on serial CT scans. Good outcome was defined as modified Rankin Scale 
0-3 at 90 days. Linear mixed effects models were used to analyze the 
relationship between sST2 and PHE over time. Flow cytometry was used to identify 
shifts in immune cell populations associated with sST2. Immunohistochemistry of 
human brain tissue was used to identify ST2-expressing cells in the 
perihematomal region.
RESULTS: The 55 included patients had median admission GCS of 14 [IQR 9-15], ICH 
score of 1 [IQR 1-2], and hematoma volume of 8.6mL [IQR 3.4-13.8]. Receiver 
operating curve analysis found sST2 level to be predictive of poor outcome with 
an area under the curve of 0.763 (95% CI 0.632 - 0.894) and Youden's optimum cut 
point of 61.8ng/mL (p < 0.001). sST2 remained an independent predictor after 
adjustment for ICH score (adjusted OR 2.53 [95% CI 1.03-6.19], p = 0.042). 
Measurement of PHE found those patients with high sST2 to have greater edema 
volume over time (β = 1.07 [95% CI 0.51-1.63], p < 0.001). High sST2 was 
associated with a shift towards an innate peripheral immune response (monocytes 
and NK cells; 68.6±5.1% vs. 47.5±4.0%; p = 0.003).
DISCUSSION: Our findings demonstrate that elevated sST2 links the peripheral 
innate immune response to PHE volume and outcome after IPH. This knowledge is 
relevant to future studies that seek to identify IPH patients at highest risk 
for immune-mediated injury or limit injury through targeted interventions."
1799,"Symptomatic nonstenotic carotid artery disease has been increasingly recognized 
as a thromboembolic source in patients who would otherwise be classified as 
having embolic stroke of undetermined source. Evidence suggests that certain 
plaque features seen on sonography, CT, and MR imaging in nonstenotic carotid 
artery disease may predispose to recurrent stroke in patients with embolic 
stroke of undetermined source. We performed a focused literature review to 
further study plaque features in the context of embolic stroke of undetermined 
source and to determine which plaque features may be associated with ipsilateral 
ischemic events in such patients. Plaque thickness as seen on both ultrasound 
and CT appears to have a consistent association with ipsilateral stroke in 
patients with embolic stroke of undetermined source across multiple studies. 
Intraplaque hemorrhage as seen on MR imaging is now understood to have a strong 
association with ipsilateral stroke in patients with embolic stroke of 
undetermined source. Continued study of various plaque features as seen on 
different modalities is warranted to uncover other potential associations."
1800,"Paraplegia after an operation for acute aortic dissection Stanford type A (AADA) 
is fairly uncommon, and there is no consensus about optimal treatment. We 
present a case in which cerebrospinal fluid drainage (CSFD) and permissive 
hypertension were used for treatment of paraplegia. When the patient showed 
complete bilateral paraplegia after operation for AADA, we immediately began 
CSFD and maintained mean arterial blood pressure at over 90 mmHg. His 
neurological deficit gradually recovered, and he was eventually able to walk 
without support. The combination of CSFD and permissive hypertension could be a 
first-line emergent treatment for postoperative paraplegia after AADA surgery."
1801,"The sodium glucose transporter 2 (SGLT2) inhibitor tofogliflozin is a 
glucose-lowering drug that causes the excretion of surplus glucose by inhibiting 
SGLT2. Because of tofogliflozin's osmotic diuresis mechanism, patients' serum 
electrolytes, body fluid levels, and cardiac function must be monitored. We 
retrospectively analyzed the cases of 64 elderly Japanese patients with type 2 
diabetes mellitus (T2DM) who received tofogliflozin for 3 months. Their HbA1c, 
serum electrolytes (sodium, potassium, chloride), hematocrit, brain natriuretic 
peptide (cardiac volume load marker) and renin and aldosterone (RAA; an index of 
regulatory hormones involved in body fluid retention) were continuously 
monitored during the investigation period. Renal function and cardiac function 
(by echocardiography) were assessed throughout the period. HbA1c significantly 
decreased (β1=-0.341, p<0.0001, linear regression analysis [LRA]). Most of the 
hormonal, electrolyte, and physiological parameters were maintained throughout 
the study period. In these circumstances, E/e' tended to decrease (β1=-0.382, 
p=0.13, LRA). Compared to the baseline, E/e' was significantly decreased at 1 
and 3 months (p<0.01, p<0.05). In the higher E/e' group (E/e'≥10, n=34), E/e' 
decreased significantly (β1=-0.63, p<0.05, LRA). ΔE/e' was correlated with 
body-weight change during treatment (r=0.64, p<0.01). The 3-month tofogliflozin 
treatment improved glycemic control and diastolic function represented by E/e' 
in T2DM patients, without affecting serum electrolytes, renal function, or RAA. 
No negative impacts on the patients were observed. Three-month tofogliflozin 
treatment lowered glucose and improved cardiac diastolic function."
1802,"Non-steroidal anti-inflammatory drug (NSAID)-exacerbated respiratory disease 
(N-ERD) comprises the triad of chronic rhinosinusitis with nasal polyps, asthma, 
and intolerance to NSAIDs. Dupilumab treatment, targeting the IL-4 receptor 
alpha, significantly reduces polyp burden as well as asthma symptoms. Here we 
aimed to investigate the effect of dupilumab on aspirin intolerance, burden of 
disease, as well as on nasal cytokine profiles in patients suffering from N-ERD. 
In this open-label trial, adult patients with confirmed N-ERD were treated with 
dupilumab for six months. Clinical parameters (e.g., total polyp scores, quality 
of life questionnaires, smell test, spirometry), oral aspirin provocation 
testing, blood, nasal and urine sampling were monitored up to six months after 
starting dupilumab therapy at regular intervals. Of the thirty-one patients 
included in the study, thirty completed both aspirin provocation testing. After 
six months of treatment with dupilumab, 23.3% (n=7/30) of patients developed 
complete aspirin tolerance and an additional 33.3% of patients (n=10/30) 
tolerated higher doses. Polyp burden was significantly reduced (total polyp 
score: -2.68±1.84, p<0.001) and pulmonary symptoms (asthma control test: 
+2.34±3.67, p<0.001), as well as olfactory performance improved (UPSIT: 
+11.16±9.54, p<0.001) in all patients after therapy. Patients with increased 
aspirin tolerance showed a significant decrease in urine leukotriene E4 levels 
and their improvement in clinical parameters was associated with the reduction 
of eotaxin-1, CCL17, IL-5, IL-17A and IL-6. 57% of N-ERD patients tolerated 
higher doses of aspirin under dupilumab therapy."
1803,"Metal cations have been exploited for their precipitation properties in a wide 
variety of studies, ranging from differentiating proteins from serum and blood 
to identifying the protein targets of drugs. Despite widespread recognition of 
this phenomenon, the mechanisms of metal-induced protein aggregation have not 
been fully elucidated. Recent studies have suggested that Cu's ability to induce 
protein aggregation may be a main contributor to Cu-induced cell death. Here, we 
provide the first proteome-wide analysis of the relative sensitivities of 
proteins across the Escherichia coli proteome to Cu-induced aggregation. We 
utilize a Metal-induced Protein Precipitation methodology that relies on 
quantitative bottom-up proteomics to define the metal concentration-dependent 
precipitation properties of proteins on a proteomic scale. Our results establish 
that Cu far surpasses other metals in promoting protein aggregation and that the 
protein aggregation is reversible upon metal chelation. The bulk of the Cu bound 
in the protein aggregates is Cu1+, regardless of the Cu2+ source. Analysis of 
our Metal-induced Protein Precipitation data allows us to investigate underlying 
biophysical characteristics that determine a protein's sensitivity to Cu-induced 
aggregation, which is independent of the relative concentration of protein in 
the lysate. Overall, this analysis provides new insights into the mechanism 
behind Cu cytotoxicity, as well as metal cation induced protein aggregation."
1804,"BACKGROUND: The Nuss repair involves implants designed for removal after 2-3 
years. Although rare, significant complications can occur with bar removal and 
may be higher in adults. This study was performed to review complications and 
risk factors associated with bar removal and discuss strategies to improve 
operative safety.
METHODS: A retrospective study was performed including all patients post pectus 
excavatum repair who underwent Nuss implant removal at Mayo Clinic Arizona from 
2013-2022.
RESULTS: In total, 1,555 bars were removed (683 patients; 71% men; median age 34 
(range 15-71)). Of removals, 12.45% of patients had bars placed at outside 
institutions. Major complications were rare with bleeding most common (2.05%), 
followed by pneumothorax (0.88%), infection (0.59%), and effusions (0.44%). Most 
major bleeding (85.71%) occurred from the bar track during removal and was 
controlled by packing the track, with one patient requiring subsequent hematoma 
evacuation/transfusion. Bleeding secondary to lung injury was also successfully 
controlled with packing. Removal in one patient with significantly displaced 
bars required sternotomy and cardiopulmonary bypass due to aortic injury. Risk 
factors identified for bleeding included sternal erosion (p<.001), bar migration 
(p<.001), higher number of bars (p=.037), and revision of a prior pectus repair 
(p=0.001). Bar migration was additionally associated with major complications 
(p<.001). Older age, although a risk for overall complications (p=0.001), was 
not for bleeding.
CONCLUSIONS: Bar removal can be safely performed in most patients, however, 
significant complications including bleeding may occur. Identifying potential 
risk factors and being prepared for rescue maneuvers is critical to prevent 
catastrophic outcomes."
1805,"BACKGROUND: There is little knowledge on the association of changes over time in 
adherence to the Mediterranean diet (MD) with changes in modifiable 
cardiovascular disease (CVD) risk factors and of markers of low-grade 
inflammation.
OBJECTIVE: To evaluate the association between long-term changes in MD adherence 
and concurrent changes in established CVD risk factors and in markers of 
low-grade inflammation among adult Italians.
DESIGN: A prospective cohort study was conducted. Dietary and health data were 
obtained both at baseline (2005-2010) and at follow-up (2017-2020). Adherence to 
MD was estimated by a Mediterranean Diet Score ranging from 0 to 9 points, and 
the exposure was change in this score measured after a median 12.7-y period.
PARTICIPANTS/SETTING: This study included a sub-group of 897 men and 1,126 women 
aged ≥35 years at enrolment in the Moli-sani Study (n=24,325).
MAIN OUTCOME MEASURES: Changes in two composite z-scores including 9 established 
CVD risk factors (e.g. serum lipids, blood pressure) and 4 inflammatory markers 
(including C-reactive protein), respectively, were measured both at enrolment 
and after the same 12.7-y period.
STATISTICAL ANALYSES PERFORMED: Multivariable-adjusted linear regression models 
were used.
RESULTS: In a multivariable-adjusted analysis, an increased Mediterranean Diet 
Score over time was associated with decreased levels in the Inflammatory score 
(β=-0.372; 95%CI -0.720 -0.025), but had little or no impact on the CVD risk 
score (β=-0.200; 95%CI -0.752, 0.351), as compared to individuals who had 
decreased their MD adherence. Among individual food groups/nutrients included in 
the Mediterranean Diet Score, an increased intake of monounsaturated over 
saturated fats over time was associated with lower CVD risk score, whereas 
increased consumption of cereals was inversely linked to the Inflammatory score, 
as compared to the reduced consumption group.
CONCLUSIONS: An increased adherence to a traditional Mediterranean Diet over 
time was associated with reduced low-grade inflammation. These findings suggest 
the potential of a traditional Mediterranean eating pattern to help reduce the 
long-term risk of inflammation-related chronic diseases in an ageing population."
1806,"Synthetic high-density lipoproteins nanomedicine (sHDL) composed of 
apolipoprotein A-I (ApoA-I) mimetic peptides and lipids have shown very 
promising results for the treatment of various cardiovascular diseases. Numerous 
efforts have also been made to design different ApoA-I mimetic peptides to 
improve the potency of sHDL, especially the efficiency of reverse cholesterol 
transport. However, the way in which ApoA-I mimetic peptides affect the 
properties of sHDL, including stability, cholesterol efflux, cholesterol 
esterification, elimination in vivo, and the relationship of these properties, 
is still poorly understood. Revealing the effect of these factors on the potency 
of sHDL is important for the design of better ApoA-I mimetic peptides. In this 
study, three widely used ApoA-I mimetic peptides with different sequences, 
lengths, LCAT activation and lipid binding affinities were used for the 
preparation of sHDL and were evaluated in terms of physical/chemical properties, 
cholesterol efflux, cholesterol esterification, remodeling, and 
pharmacokinetics/pharmacodynamics. Our results showed that ApoA-I mimetic 
peptides with the highest cholesterol efflux and cholesterol esterification in 
vitro did not exhibit the highest cholesterol mobilization in vivo. Further 
analysis indicated that other factors, such as pharmacokinetics and remodeling 
of sHDL, need to be considered in order to predict the efficiency of cholesterol 
mobilization in vivo. Thus, our study highlights the importance of using the 
overall performance, rather than in vitro results alone, as the blueprint for 
the design and optimization of ApoA-I mimetic peptides."
1807,"INTRODUCTION: Infective native extracranial carotid artery aneurysms are rare, 
and their management is variable due to a lack of evidence assessing outcomes.
METHODS: We performed a systematic literature review following PRISMA guidelines 
to identify all reported cases of infective native extracranial carotid artery 
aneurysms between January 1970 and March 2021.
RESULTS: This study identified 193 infective native aneurysms of the 
extracranial carotid artery from 154 sources. Patients were predominantly male 
(71.4%), and age ranged from 6 months to 89 years old. The most common 
presenting features were a neck mass and fever, but also included haemorrhage, 
respiratory distress and neurological symptoms. Most aneurysms were located in 
the internal carotid artery (47.4%). Staphylococcus (23.3%) was the most 
commonly identified causative pathogen, followed by Mycobacterium tuberculosis 
(20.9%). Most appeared to become infected by direct local spread. Treatment 
strategies involved open surgical methods in 101 cases and an endovascular 
approach in 41 cases. In four cases, a hybrid method involving concurrent 
endovascular and open surgical management was undertaken. In five cases there 
was antibiotic treatment alone. In the open surgery treated group, the 
complication rate was 20.8% compared to 13.2% in the endovascular group. 
Mortality rate was 5.6%.
CONCLUSION: Our review identified 193 cases of infective native extracranial 
carotid artery aneurysms. Direct local spread of a staphylococcus infection was 
the commonest cause. Endovascular management was associated with fewer early 
complications than open surgical management."
